AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,Class
74029.0,1121.342,468.8622,203.0598,0.9014,307.0125,,74862.0,,,,0.6548,,0.0027,0.4288,0.99,Kirmizi_Pistachio
71350.0,2113.4661,436.2046,306.2167,0.7122,301.4061,,98517.0,0.5715,1.4245,0.2007,0.691,,0.0043,0.4774,0.6801,
73633.0,1077.489,419.5704,,0.8393,306.1902,,74959.0,0.7496,1.8392,0.797,0.7298,0.0057,0.0031,0.5326,0.9795,Kirmizi_Pistachio
,1257.923,488.4753,246.1486,0.8638,340.862,0.9548,,0.733,1.9845,0.7247,,0.0054,0.0027,0.4869,0.9663,Kirmizi_Pistachio
76855.0,1513.907,460.85,223.7776,0.8742,312.8176,0.9215,83402.0,0.6759,2.0594,0.4214,,0.006,0.0029,0.4607,0.9489,Siit_Pistachio
88882.0,1183.238,455.7106,249.5399,0.8368,336.4046,0.9909,89702.0,0.7574,,0.7978,0.7382,0.0051,0.0028,0.5449,0.9952,Siit_Pistachio
81234.0,,466.2721,,0.8638,321.6059,0.9185,88444.0,0.7156,1.985,0.189,,0.0057,0.0029,0.4757,0.9443,Siit_Pistachio
62618.0,2125.248,401.2702,248.3522,0.7855,282.361,0.8125,77070.0,0.6333,1.6157,0.1742,0.7037,0.0064,0.004,0.4951,0.8,Kirmizi_Pistachio
100306.0,1273.4969,487.2292,265.2051,0.8389,357.3704,0.9747,102914.0,0.7768,1.8372,0.7772,0.7335,0.0049,0.0026,0.538,0.9884,
79882.0,1994.8571,464.4912,244.0047,0.8509,318.9184,0.886,90165.0,0.6998,1.9036,0.2523,0.6866,0.0058,0.0031,,0.8974,Siit_Pistachio
82596.0,1187.22,434.1503,242.905,0.8288,324.2907,0.9866,83715.0,0.7854,1.7873,0.7364,0.747,,0.0029,0.5579,0.9972,Siit_Pistachio
69417.0,,442.4721,202.4234,0.8892,297.2953,0.9777,70998.0,0.7603,2.1859,0.606,0.6719,0.0064,0.0029,0.4514,0.9868,Kirmizi_Pistachio
63294.0,1160.165,417.8223,197.188,0.8816,283.881,0.9587,,0.6847,2.1189,0.5909,0.6794,0.0066,0.0031,0.4616,0.9781,
70839.0,1257.665,449.1991,206.9799,0.8875,300.3249,,74745.0,0.7474,2.1703,0.5628,0.6686,0.0063,0.0029,0.447,0.9701,Kirmizi_Pistachio
72151.0,2175.1001,457.6626,218.5395,0.8786,303.0932,0.8917,80914.0,0.7112,2.0942,,0.6623,0.0063,0.003,0.4386,0.9185,Kirmizi_Pistachio
95646.0,1201.899,473.984,259.0962,0.8374,348.9703,0.9846,97146.0,0.7337,1.8294,0.832,0.7362,0.005,0.0027,0.5421,0.9916,Siit_Pistachio
80857.0,1263.697,474.5961,,0.8834,320.8587,,85768.0,0.7306,2.1342,0.6363,,0.0059,0.0028,0.4571,0.9755,
67270.0,1084.45,,204.9928,0.8761,292.6616,0.9711,69272.0,0.7504,2.0742,0.7188,0.6883,0.0063,0.003,0.4738,0.9827,Kirmizi_Pistachio
85436.0,,388.1068,281.5912,0.6882,329.8189,0.9932,86021.0,0.7491,1.3783,0.9336,0.8498,0.0045,0.0033,0.7222,0.9954,Siit_Pistachio
58016.0,,395.7145,203.5236,,271.7872,0.9218,62937.0,,1.9443,0.6785,0.6868,0.0068,0.0035,0.4717,0.9172,Kirmizi_Pistachio
97655.0,1329.3571,473.6825,264.9027,0.829,352.6162,0.9721,100459.0,0.7749,,0.6944,0.7444,0.0049,0.0027,0.5542,0.9909,Siit_Pistachio
77722.0,,412.6931,263.9402,0.7687,314.5771,0.8918,87153.0,0.6719,1.5636,0.3304,0.7623,0.0053,0.0034,0.581,0.9085,Siit_Pistachio
62110.0,1340.755,454.7017,177.1531,0.921,281.2133,0.9563,64949.0,0.7497,2.5667,0.4342,0.6185,0.0073,0.0029,0.3825,0.9817,Kirmizi_Pistachio
98129.0,1239.908,470.1041,,0.8222,353.471,0.9868,99443.0,0.7457,1.7568,0.8021,0.7519,0.0048,0.0027,0.5654,0.9932,Siit_Pistachio
52802.0,1096.412,405.7816,,,259.2867,0.8312,63527.0,0.6283,2.0978,0.552,0.639,0.0077,0.0037,0.4083,,Kirmizi_Pistachio
,1343.994,407.6779,179.3041,0.8981,266.5961,0.9101,61338.0,0.7086,2.2737,0.3883,0.6539,,0.0032,0.4276,0.9723,Kirmizi_Pistachio
79147.0,2000.077,461.5984,243.6502,0.8493,,0.9169,86323.0,0.685,1.8945,,,,0.0031,0.473,0.896,Siit_Pistachio
,1239.4449,467.1444,,0.8616,324.8811,0.938,,0.7554,1.9699,0.6781,,0.0056,0.0029,0.4837,0.9528,Kirmizi_Pistachio
,1157.053,444.9119,246.6595,0.8322,327.2455,0.9624,,0.7169,1.8037,0.7895,0.7355,0.0053,0.0029,0.541,0.9758,Siit_Pistachio
84958.0,2144.9829,481.66,297.113,,328.895,0.7976,106520.0,0.6231,1.6211,0.232,0.6828,0.0057,0.0035,0.4663,0.7559,
65548.0,2125.0669,467.4506,217.0616,0.8857,288.8915,0.7654,85635.0,,2.1535,0.1824,0.618,,0.0033,0.3819,0.8225,Kirmizi_Pistachio
77282.0,2003.605,468.9633,220.9836,0.882,313.6854,0.9001,85862.0,0.6953,,,0.6689,0.0061,0.0029,0.4474,0.9495,
,1104.462,421.9737,239.858,0.8227,316.0711,,79833.0,0.7599,1.7593,0.8083,0.749,0.0054,0.0031,0.561,0.987,Siit_Pistachio
74490.0,1116.386,439.9262,218.446,0.868,307.9669,0.9898,75261.0,,2.0139,0.7511,0.7,0.0059,0.0029,,0.9869,Kirmizi_Pistachio
61365.0,,416.7724,190.9898,,279.5216,0.9785,62716.0,0.7165,2.1822,0.7092,0.6707,0.0068,,0.4498,0.9816,Kirmizi_Pistachio
85098.0,1326.608,453.3024,243.177,0.8439,329.1658,0.9524,89350.0,,1.8641,0.6076,0.7262,0.0053,0.0029,0.5273,0.9829,Siit_Pistachio
67202.0,1769.49,408.1563,234.5412,0.8184,292.5137,0.8682,77405.0,0.6413,,0.2697,0.7167,0.0061,0.0035,0.5136,,Kirmizi_Pistachio
87264.0,1524.204,424.5176,273.3749,0.7651,333.3286,0.918,95060.0,0.735,1.5529,0.472,0.7852,0.0049,0.0031,0.6165,0.9574,Kirmizi_Pistachio
76905.0,1164.241,461.1317,218.3179,,312.9193,0.9485,81084.0,0.6777,2.1122,0.713,0.6786,0.006,0.0028,0.4605,0.9726,Kirmizi_Pistachio
,1767.6689,453.4496,,0.7817,350.5829,0.9494,101679.0,0.732,1.6036,0.3882,,0.0047,0.0029,0.5978,0.9586,Kirmizi_Pistachio
86398.0,1205.1851,492.846,228.7165,0.8858,331.6705,0.983,87888.0,0.7272,2.1548,,0.673,0.0057,,0.4529,0.9759,Kirmizi_Pistachio
99112.0,2210.4651,443.2576,,0.7194,355.237,0.9177,,0.716,1.4398,0.2549,0.8014,0.0045,0.0031,0.6423,0.9247,Siit_Pistachio
75046.0,,439.4813,270.4715,0.7882,309.1141,0.8176,91784.0,0.6621,1.6249,0.1384,,,0.0036,0.4947,0.8039,Kirmizi_Pistachio
85691.0,2327.3459,439.8794,278.9297,0.7732,330.3107,0.8886,96439.0,0.659,1.577,0.1988,0.7509,,0.0033,0.5639,0.8892,Siit_Pistachio
87941.0,1180.718,423.2647,269.7154,0.7707,334.6191,0.9653,91103.0,0.741,1.5693,0.7927,0.7906,0.0048,0.0031,0.625,0.9808,Siit_Pistachio
76571.0,1231.608,453.3235,217.5396,0.8773,312.239,0.9767,78400.0,0.7613,2.0839,0.6344,,0.0059,0.0028,0.4744,0.9886,Kirmizi_Pistachio
90317.0,,489.0473,255.8651,0.8522,339.1094,0.8991,100448.0,0.7071,1.9113,,0.6934,0.0054,0.0028,0.4808,,Siit_Pistachio
63599.0,1073.37,387.0462,226.2644,0.8113,284.5641,0.9138,69595.0,0.6935,1.7106,0.6937,0.7352,0.0061,0.0036,0.5405,0.9247,Kirmizi_Pistachio
,1059.798,430.0882,213.6409,0.8679,301.4695,0.9856,72426.0,0.7614,2.0131,0.7986,0.7009,0.006,0.003,0.4913,0.9891,Kirmizi_Pistachio
90180.0,1188.213,452.9105,,0.8274,338.8521,0.9865,91412.0,0.7636,1.7807,0.8027,0.7482,0.005,0.0028,0.5598,0.9968,
91246.0,1285.021,452.9094,257.401,0.8228,340.849,0.9818,92938.0,0.6681,1.7595,0.6944,0.7526,0.005,0.0028,0.5664,0.9966,Siit_Pistachio
72133.0,1136.972,421.8918,227.7495,0.8418,303.0554,0.9348,77162.0,0.7403,1.8524,0.7012,0.7183,0.0058,0.0032,0.516,0.9558,Kirmizi_Pistachio
73040.0,2473.311,465.684,302.6644,0.76,304.9548,0.6975,104720.0,0.5385,1.5386,0.15,0.6549,,0.0041,0.4288,0.6598,Siit_Pistachio
64152.0,1840.572,384.8438,270.2525,0.7119,285.7986,0.7992,80269.0,0.6221,1.424,0.238,0.7426,0.006,0.0042,0.5515,0.7854,
60541.0,2005.332,,,,277.6386,0.6998,86517.0,0.5697,1.5558,0.1892,0.6684,0.0069,0.0044,0.4467,0.695,Kirmizi_Pistachio
56575.0,962.101,384.0984,190.4508,0.8684,268.3906,0.9783,57831.0,0.7564,2.0168,,0.6988,0.0068,0.0034,0.4883,0.9847,Kirmizi_Pistachio
76945.0,1193.321,469.8468,214.3867,0.8898,313.0007,0.9524,80789.0,0.7245,2.1916,0.679,0.6662,0.0061,0.0028,0.4438,0.9726,Kirmizi_Pistachio
74511.0,1180.35,485.0927,201.3102,0.9098,308.0103,0.9628,77389.0,,,0.6721,0.635,0.0065,0.0027,0.4032,0.9715,Kirmizi_Pistachio
,,464.1943,224.5781,0.8752,320.0064,,,0.7409,2.067,,0.6894,0.0058,0.0028,0.4752,,Kirmizi_Pistachio
76947.0,1133.432,,223.7728,0.8726,313.0047,0.9571,80393.0,,2.0477,0.7527,0.6831,0.006,0.0029,0.4666,0.9555,Kirmizi_Pistachio
57084.0,1584.452,402.2238,190.5893,0.8806,269.5953,0.8912,,0.7153,2.1104,0.2857,0.6703,,0.0033,0.4493,0.9481,Kirmizi_Pistachio
60411.0,1880.844,425.6987,202.7384,0.8793,277.3404,0.871,69362.0,0.6852,2.0997,0.2146,0.6515,0.007,0.0034,0.4244,0.8912,Kirmizi_Pistachio
,1259.979,498.4702,252.2168,0.8625,353.3593,0.9911,98950.0,0.7411,1.9764,0.7763,0.7089,0.0051,0.0026,0.5025,0.9932,Siit_Pistachio
89350.0,1868.078,511.6949,,0.8929,337.2891,0.9391,95146.0,0.6749,,0.3217,0.6592,0.0057,0.0026,0.4345,0.9649,Kirmizi_Pistachio
90816.0,2626.7109,427.4768,299.7759,,340.0449,0.8778,103459.0,0.6646,1.426,0.1654,0.7955,,0.0033,0.6328,0.9023,Siit_Pistachio
63072.0,1943.854,396.6056,225.1856,0.8232,283.3827,0.8874,71077.0,0.7047,1.7612,0.2098,0.7145,0.0063,0.0036,0.5105,0.8992,Kirmizi_Pistachio
,1181.916,457.7971,,0.8812,311.9657,0.9707,78747.0,0.5818,2.1153,0.6876,0.6814,0.006,0.0028,0.4644,0.9823,Siit_Pistachio
79713.0,1261.735,447.6456,238.047,0.8469,318.5808,0.9371,85061.0,0.6835,1.8805,0.6292,0.7117,,0.003,0.5065,,Kirmizi_Pistachio
80294.0,1813.2939,427.0723,255.795,0.8008,319.7397,0.9211,87174.0,0.7062,1.6696,0.3069,0.7487,0.0053,0.0032,0.5605,0.9358,Siit_Pistachio
,1731.484,411.7352,245.762,0.8023,310.0806,0.9148,82546.0,0.7169,1.6753,0.3165,0.7531,0.0055,0.0033,0.5672,0.9502,Kirmizi_Pistachio
73069.0,,432.1001,,0.8141,305.0153,0.8754,83471.0,0.7058,1.722,0.1858,,0.0059,,0.4983,0.858,Kirmizi_Pistachio
87872.0,1373.194,504.3922,,0.8946,334.4878,0.9629,91261.0,0.677,2.2374,0.5856,0.6632,0.0057,0.0026,0.4398,0.9839,
81900.0,1172.309,,226.3296,0.8748,,0.9841,83227.0,0.7592,2.0643,0.7489,0.6912,0.0057,0.0028,0.4777,0.9861,
83503.0,1990.199,449.6774,252.0933,0.8281,326.0664,0.9172,91040.0,0.7033,1.7838,0.2649,0.7251,0.0054,0.003,0.5258,0.9379,Siit_Pistachio
57026.0,1040.25,387.01,190.2948,0.8708,269.4583,,58864.0,0.7548,2.0337,0.6622,,0.0068,0.0033,0.4848,0.9859,Kirmizi_Pistachio
,2097.7681,449.5899,331.653,0.6752,324.1533,0.74,111517.0,0.5987,1.3556,0.2357,0.721,0.0054,0.004,0.5198,0.7047,Siit_Pistachio
81576.0,,419.6071,249.0175,0.8049,322.2822,0.9854,82785.0,0.748,1.6851,,0.7681,0.0051,0.0031,0.5899,,Siit_Pistachio
87431.0,2142.7661,,245.4829,0.8565,333.6474,,96500.0,0.7425,1.9372,0.2393,0.7016,0.0054,0.0028,0.4922,0.9536,Siit_Pistachio
107677.0,1348.151,486.6298,282.8282,0.8138,370.2683,0.9848,109334.0,0.7706,,0.7445,0.7609,0.0045,0.0026,0.5789,0.9961,
,1212.944,462.0607,,0.8507,328.7846,0.9489,89470.0,0.7107,1.9024,0.7252,0.7116,0.0054,,0.5063,0.9632,Siit_Pistachio
76838.0,1538.651,,218.7239,0.885,312.783,0.8845,,0.6704,2.1474,,,0.0061,0.0028,0.4435,0.9523,Kirmizi_Pistachio
77970.0,1274.833,481.8426,210.1964,0.8998,315.0786,0.9737,80075.0,0.7904,2.2923,0.6029,0.6539,0.0062,0.0027,0.4276,,Kirmizi_Pistachio
88835.0,2115.2261,456.2918,254.1708,0.8305,336.3157,0.9458,93926.0,0.6745,1.7952,0.2495,0.7371,0.0051,0.0029,,0.9753,Siit_Pistachio
93501.0,1303.598,517.9537,231.263,0.8948,345.035,0.9784,,0.7334,2.2397,0.6914,0.6662,0.0055,0.0025,,0.9939,Kirmizi_Pistachio
86342.0,1153.812,460.591,239.456,,331.563,0.9907,87153.0,0.6671,1.9235,0.815,0.7199,0.0053,0.0028,0.5182,,Siit_Pistachio
77257.0,,,247.6738,0.7846,313.6346,0.9825,78635.0,0.7521,1.6129,0.7452,0.7851,0.0052,0.0032,,0.9942,Siit_Pistachio
79819.0,,448.4252,231.018,0.8571,318.7926,0.9631,82878.0,,1.9411,0.7042,,0.0056,0.0029,,0.981,Kirmizi_Pistachio
65727.0,,391.7412,218.362,0.8302,289.2857,0.9686,67857.0,0.6987,1.794,0.6516,,0.006,0.0033,,0.9783,
83176.0,1142.562,442.9907,241.2355,0.8387,325.4274,0.9787,84990.0,0.7657,1.8363,,0.7346,0.0053,0.0029,0.5397,0.991,Kirmizi_Pistachio
90855.0,1344.796,449.1478,275.0475,0.7906,,0.9207,98682.0,0.7479,1.633,0.6313,0.7573,0.0049,0.003,0.5734,0.9364,Siit_Pistachio
95744.0,1344.74,486.1907,273.9415,0.8262,349.149,0.8889,107705.0,0.728,,0.6653,0.7181,0.0051,0.0029,0.5157,0.9153,Siit_Pistachio
89041.0,1184.719,451.7073,252.602,0.829,336.7054,0.9894,89995.0,0.6577,1.7882,0.7972,0.7454,0.0051,0.0028,0.5556,0.9936,Siit_Pistachio
69085.0,1648.754,438.1684,209.3065,,296.5835,0.9394,73545.0,0.7285,2.0934,0.3194,0.6769,,0.003,0.4582,0.9591,Kirmizi_Pistachio
83051.0,1167.599,461.668,241.3841,0.8524,325.1827,0.9283,89464.0,0.717,1.9126,0.7655,0.7044,0.0056,0.0029,0.4961,0.9489,Siit_Pistachio
100510.0,1253.766,489.1862,263.0239,0.8432,,0.9885,101677.0,0.7772,1.8599,0.8035,0.7313,0.0049,0.0026,0.5348,0.9946,Siit_Pistachio
76983.0,1207.355,,215.1414,0.8889,313.0779,0.9572,80425.0,0.7767,2.1828,0.6636,0.6667,0.0061,0.0028,0.4445,0.9702,Kirmizi_Pistachio
87709.0,1172.09,439.1413,255.1873,0.8138,334.1775,0.9854,89011.0,0.7171,1.7209,,0.761,0.005,,0.5791,0.9965,Siit_Pistachio
74046.0,2075.061,444.4387,233.9852,0.8502,307.0477,0.905,81822.0,,1.8994,0.2161,0.6909,0.006,0.0032,0.4773,0.9066,Siit_Pistachio
67535.0,1253.83,,235.661,0.7731,293.2375,0.9634,,0.7585,1.5765,0.5398,0.7893,0.0055,0.0035,0.623,0.9821,
84553.0,1306.972,421.2891,270.1285,0.7674,328.1101,0.9347,90460.0,0.6635,1.5596,0.622,0.7788,0.005,0.0032,0.6066,0.946,Kirmizi_Pistachio
72760.0,1370.8879,426.0195,226.5448,,304.3697,0.9331,77973.0,0.7284,1.8805,0.4865,0.7145,0.0059,0.0031,0.5104,0.9599,Siit_Pistachio
76331.0,1127.647,386.0785,265.0077,0.7272,311.7493,0.9502,,0.7188,1.4569,0.7543,0.8075,0.0051,0.0035,0.652,0.9499,Siit_Pistachio
56095.0,1532.025,448.1993,169.0287,0.9262,267.2496,0.8868,,0.6703,,0.3003,0.5963,0.008,0.003,0.3555,0.9428,Kirmizi_Pistachio
69130.0,1120.014,426.3553,209.5858,0.8708,296.6801,0.9761,70824.0,0.6245,2.0343,0.6925,0.6959,0.0062,0.003,0.4842,0.985,Kirmizi_Pistachio
,,,232.2733,0.8425,311.9004,0.9585,,0.7667,1.8562,0.4534,0.7234,0.0056,0.003,0.5233,0.9714,Kirmizi_Pistachio
66773.0,1309.47,435.3412,201.5894,0.8863,291.5785,0.9528,70083.0,0.7276,2.1595,0.4894,0.6698,0.0065,0.003,0.4486,,Kirmizi_Pistachio
76194.0,1344.9139,458.8042,,0.8851,311.4695,0.9694,78600.0,0.7459,2.1483,0.5293,0.6789,0.006,0.0028,0.4609,0.9901,Kirmizi_Pistachio
73889.0,1094.196,449.0313,211.399,0.8822,306.722,0.99,,0.6707,2.1241,0.7755,0.6831,0.0061,0.0029,0.4666,0.9911,Kirmizi_Pistachio
47569.0,1441.626,368.1418,180.4415,0.8716,246.1031,0.8518,,0.6452,2.0402,0.2876,0.6685,0.0077,0.0038,0.4469,0.9118,Kirmizi_Pistachio
68312.0,1098.521,421.1809,209.7073,0.8672,294.9196,0.9767,69943.0,,2.0084,0.7114,0.7002,0.0062,0.0031,0.4903,0.9847,Kirmizi_Pistachio
78122.0,2067.521,427.5836,319.6553,0.6642,315.3855,0.7377,105901.0,0.5854,1.3376,0.2297,0.7376,0.0055,0.0041,0.5441,,Siit_Pistachio
72220.0,1222.402,452.7343,215.3757,0.8796,303.2381,0.9114,79244.0,0.7327,2.1021,0.6074,0.6698,0.0063,0.003,0.4486,0.943,
43219.0,1409.616,321.4255,,0.7548,234.5808,0.8082,53478.0,0.6842,1.5246,0.2733,0.7298,0.0074,0.0049,0.5326,0.812,Kirmizi_Pistachio
78690.0,1160.575,435.472,240.4544,0.8337,,,85473.0,0.7261,1.811,0.7341,,0.0055,0.0031,0.5283,0.9568,Kirmizi_Pistachio
,1002.705,398.2308,186.0801,0.8841,262.1582,0.907,59510.0,,2.1401,0.6747,0.6583,,0.0034,,0.9275,Kirmizi_Pistachio
76581.0,1735.974,477.3044,226.2532,0.8805,312.2594,0.8635,88686.0,0.6895,2.1096,,0.6542,0.0062,0.003,0.428,0.9029,Kirmizi_Pistachio
73212.0,,,250.358,0.7926,305.3136,0.8961,81705.0,0.699,1.6402,0.5645,0.7435,0.0056,0.0034,0.5528,0.9067,Siit_Pistachio
59527.0,1044.668,385.8158,202.828,0.8507,275.3037,0.9436,63084.0,0.7506,1.9022,0.6854,0.7136,0.0065,0.0034,0.5092,0.9685,Kirmizi_Pistachio
77693.0,1260.967,484.8275,208.3114,0.903,314.5184,0.9639,80602.0,0.7724,2.3274,0.614,0.6487,0.0062,0.0027,0.4208,0.9795,Kirmizi_Pistachio
57694.0,1651.339,,205.9514,0.8581,271.0319,0.8647,66724.0,0.643,1.9475,0.2659,0.6757,0.007,0.0036,0.4566,0.8893,
,1145.049,435.181,255.3618,0.8097,332.5236,0.9908,87651.0,0.7374,1.7042,0.8323,0.7641,0.005,0.0029,0.5839,0.995,Siit_Pistachio
90125.0,,464.186,255.759,0.8345,338.7487,0.9505,94816.0,0.708,1.8149,0.3413,0.7298,0.0052,0.0028,,,
72233.0,1106.067,429.0514,217.6178,0.8618,303.2654,0.9719,74320.0,0.767,1.9716,0.742,,0.0059,0.003,0.4996,0.985,Kirmizi_Pistachio
70706.0,1257.788,440.5923,,0.8791,300.0428,0.9509,74354.0,0.7228,2.0981,0.5616,0.681,0.0062,0.003,0.4638,0.973,Kirmizi_Pistachio
92387.0,1314.3979,451.6785,262.5319,0.8137,342.9734,0.9852,,0.7236,1.7205,0.672,0.7593,,0.0028,0.5766,0.992,Siit_Pistachio
87607.0,1661.925,482.3524,235.0344,0.8733,333.9831,0.9489,92321.0,0.7357,,0.3986,0.6924,0.0055,0.0027,0.4794,0.9839,Siit_Pistachio
79837.0,1110.6689,425.8595,240.3323,0.8255,318.8285,0.9804,81433.0,0.7504,,0.8133,0.7487,0.0053,0.003,0.5605,0.9932,Siit_Pistachio
83043.0,2538.2429,431.0484,269.7324,0.78,325.1671,0.8798,94393.0,0.6348,1.5981,0.162,0.7544,0.0052,0.0032,0.5691,0.9094,Siit_Pistachio
69946.0,1169.307,409.3998,226.302,0.8333,298.4259,0.9418,74269.0,0.7199,1.8091,0.6429,0.7289,0.0059,0.0032,0.5313,0.9613,Kirmizi_Pistachio
84672.0,1334.7111,489.0739,221.9485,0.8911,328.3409,0.9719,87123.0,0.7397,2.2035,0.5973,0.6714,,0.0026,0.4507,0.9932,Kirmizi_Pistachio
53446.0,1814.176,379.4,191.585,0.8631,260.8631,0.8937,59800.0,0.7345,1.9803,0.2041,0.6876,0.0071,0.0036,0.4727,,Kirmizi_Pistachio
,1217.9561,,255.3883,0.8264,338.9329,0.9839,91697.0,0.7174,1.7759,0.7643,,0.005,0.0028,0.5584,0.9917,Siit_Pistachio
93374.0,1181.031,469.1623,254.4323,0.8402,344.8006,0.9931,94022.0,0.7717,1.844,0.8412,,0.005,0.0027,0.5401,0.996,Siit_Pistachio
,1151.92,439.9908,,0.8335,314.0687,0.9024,85849.0,0.7141,1.8099,,0.7138,0.0057,0.0031,0.5095,0.9222,
53594.0,1321.155,,182.4593,0.8815,261.224,0.928,57755.0,0.7157,2.1176,0.3858,,0.0072,0.0034,0.4571,0.9679,Kirmizi_Pistachio
68587.0,1134.887,390.1223,227.4664,0.8124,295.5126,0.9664,70968.0,0.7149,1.7151,0.6692,0.7575,0.0057,0.0033,0.5738,0.9841,
59629.0,1043.865,412.2296,186.1251,0.8923,275.5395,0.9782,60959.0,0.658,2.2148,0.6877,0.6684,,0.0031,0.4468,0.9895,Kirmizi_Pistachio
77000.0,1945.58,450.7621,224.1405,0.8676,313.1125,0.926,,0.7001,2.0111,0.2556,,0.0059,0.0029,0.4825,,Siit_Pistachio
84925.0,1264.473,463.559,235.1811,,328.8311,0.9751,87098.0,0.6506,1.9711,0.6675,0.7094,0.0055,0.0028,0.5032,,Siit_Pistachio
71322.0,1875.821,412.3784,228.8959,0.8318,301.347,0.9079,78559.0,0.7448,1.8016,0.2547,,0.0058,0.0032,0.534,0.9621,Kirmizi_Pistachio
,1485.979,501.6235,235.8714,0.8826,342.1036,0.962,95553.0,0.7368,2.1267,0.5231,0.682,0.0055,0.0026,0.4651,0.9892,Siit_Pistachio
59875.0,1236.739,392.9745,200.6802,0.8598,276.1073,,63631.0,0.7252,1.9582,,0.7026,0.0066,0.0034,0.4937,0.9667,Kirmizi_Pistachio
43654.0,1793.3459,367.9176,161.3344,0.8987,,0.8381,52089.0,,2.2805,0.1706,0.6408,0.0084,0.0037,0.4106,0.9364,Kirmizi_Pistachio
86028.0,,461.7926,250.666,0.8399,330.9596,0.9155,93967.0,0.7231,1.8423,0.2184,0.7167,0.0054,0.0029,0.5136,0.9463,Kirmizi_Pistachio
79084.0,1239.109,446.011,227.0342,0.8607,317.3214,0.978,80866.0,0.7445,1.9645,0.6473,0.7115,0.0056,0.0029,0.5062,0.9944,Siit_Pistachio
,1768.442,393.6612,197.0717,0.8657,260.0296,0.8509,62407.0,0.6244,,0.2134,0.6605,0.0074,0.0037,0.4363,0.8716,Kirmizi_Pistachio
72671.0,1183.064,445.4609,212.2045,0.8792,304.1835,0.9734,74660.0,0.7243,2.0992,0.6525,0.6829,0.0061,0.0029,0.4663,0.9788,Kirmizi_Pistachio
90503.0,1224.29,456.2128,,0.8315,339.4584,0.98,92349.0,0.7596,1.8,0.7588,0.7441,0.005,0.0028,0.5537,0.9966,Siit_Pistachio
84364.0,,482.498,231.3751,0.8775,327.7432,0.9533,88500.0,0.7369,2.0853,0.7048,0.6793,0.0057,0.0027,0.4614,0.9622,Kirmizi_Pistachio
98876.0,,461.0934,276.0963,0.8009,354.8138,0.9818,100708.0,0.7272,1.67,0.8308,0.7695,0.0047,0.0028,0.5921,,
60796.0,2022.238,440.3689,201.6784,0.889,278.2227,0.8439,,0.6529,2.1835,0.1868,0.6318,0.0072,0.0033,0.3992,0.8716,Kirmizi_Pistachio
90911.0,1261.583,477.1039,,,340.2227,0.9799,92778.0,0.6417,1.9399,0.7178,0.7131,0.0052,0.0027,0.5085,0.9865,Kirmizi_Pistachio
82856.0,1126.554,445.3152,240.9795,0.8409,324.8008,0.9818,84394.0,0.7706,1.8479,0.8204,0.7294,0.0054,0.0029,0.532,0.9831,Kirmizi_Pistachio
81534.0,,456.7036,,0.8388,322.1992,0.9186,88760.0,0.7217,1.8368,0.2968,,0.0056,0.003,0.4977,0.9142,Siit_Pistachio
64272.0,,424.7292,196.8772,0.8861,286.0658,0.9769,65795.0,,2.1573,0.7566,0.6735,0.0066,,0.4536,0.9786,
83595.0,2267.572,467.6279,239.1878,0.8593,326.246,0.9202,90849.0,0.7339,1.9551,0.2043,0.6977,0.0056,0.0029,0.4867,0.9516,Siit_Pistachio
,1277.475,,278.2118,0.7907,349.681,0.9438,101753.0,0.7503,1.6334,0.7395,0.7695,0.0047,0.0029,0.5921,0.9672,Siit_Pistachio
91533.0,1915.9561,451.7373,267.9266,0.8051,341.3846,0.9395,97432.0,0.7333,1.686,0.3133,0.7557,0.0049,0.0029,0.5711,0.9629,Siit_Pistachio
74737.0,,415.56,232.8272,,308.4771,0.9864,75768.0,0.7707,1.7848,0.8363,0.7423,0.0056,0.0031,0.551,0.9835,Kirmizi_Pistachio
64036.0,1162.109,415.755,205.7012,0.869,285.5401,0.9208,69546.0,0.6947,2.0212,0.5959,0.6868,0.0065,0.0032,0.4717,0.9534,Kirmizi_Pistachio
87825.0,1561.0601,424.1049,277.3053,0.7566,334.3983,0.9354,93892.0,0.7206,1.5294,0.4529,0.7885,0.0048,0.0032,0.6217,0.9508,Siit_Pistachio
97183.0,1281.303,524.7544,236.7216,0.8925,351.763,0.9895,98216.0,0.7203,2.2168,0.7439,0.6703,0.0054,0.0024,0.4494,0.9961,Siit_Pistachio
65874.0,1700.9301,442.3879,210.5656,0.8795,289.609,0.8907,73961.0,0.7165,,0.2861,0.6546,0.0067,0.0032,0.4286,0.9004,Kirmizi_Pistachio
91974.0,1873.724,506.3762,,0.8752,342.206,0.9443,97404.0,0.7437,2.0671,0.3292,,0.0055,0.0027,0.4567,0.944,Kirmizi_Pistachio
79285.0,1760.3929,459.7296,226.0847,0.8707,317.7244,0.9405,84303.0,0.7462,2.0334,0.3215,0.6911,0.0058,,0.4776,0.9712,Kirmizi_Pistachio
